hare003agon01_01.TEI.2.text.body.div.div.head.995.s.1	Persoonen	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2743.s.4	de Hemel weet wie hier is de verrader , Wie meest de Eendragt mind , wie meest eerbied syn Vader !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2749.s.1	Hassan , spreek op uw beurt , maar draag zorg dat uw mond De waarheid niet bespaard , of niet ...	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2761.s.1	Daar is 't Verbond .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2761.s.2	De Vloot daar in vermeld is wel nog niet vernomen Maar zal gewisselyk van daag of morgen komen : Sy heeft reeds gisteren haar ankers opgeligt , Zo ras de duisternis haar dekte voor 't gezigt .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.2764.s.1	abdul , apart	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2766.s.1	O Hemel !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2774.s.1	O Propheet !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2774.s.2	myn hoop is dan verlooren , Daar is voor my op Aard ' geen stille rust beschooren !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2774.s.3	Trouwloos gedrogt !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2783.s.1	Wel nu , wat misdaad is 't voor my Dat ik zoek na uw dood t ' ontvlieden slaverny ' ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2783.s.2	Ik zie aan Hassan reeds Fathema's hand gegeeven , En 't Ryk dat my behoord , en binnen kort myn leeven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2783.s.3	't Is tyd dat ik myn moed dat ik myn wanhoop toon ' , En ik zal eerst ...	Emotion_Despair
hare003agon01_01.TEI.2.text.body.div.div.sp.2787.s.1	Hou op !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2803.s.1	Sinan het is myn Soon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2803.s.2	Geef over uwe Cris : gy brengd hem weg gevangen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2803.s.3	En wyl syn misdaad hier veranderd de belangen Gaat heen , laat elk van u , die mind het Vaderland Verzaam'len al syn magt tot dekking van ons strand .	Emotion_Love_Loyalty
hare003agon01_01.TEI.2.text.body.div.div.sp.2816.s.1	SChoon in het afschrift 't geen ik aan u heb gegeeven De naam van die 't Verbond sloot niet staat in geschreeven ; Weet ik in 't zeekere dat Steenwyk is de man Die u van dit Verbond best onderrigten kan .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2840.s.1	O Hemel , welk een straal van hoop koomt my verligten !	Emotion_Hope
hare003agon01_01.TEI.2.text.body.div.div.sp.2840.s.2	Steenwyk , zegt gy , kan my hier van best onderrigten !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2840.s.3	Ik zie klaar in de zaak ; 't is die Europeaan Die Abdul deeze daad , zulk ' een feyt heeft geraên .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2840.s.4	Hy heeft dien jongeling geleerd Europa's zeeden , Hy heeft syn hart vervuld met haar verfoeylykheeden , Met heerschzugt , gierigheid , driften van alle zoort , Abdul alleen , heeft nooyt gedagt aan Broedermoord .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2840.s.5	Hassan , uw hart en moed , beproefd in de gevaaren , Zyn nu de steun van 't Ryk , en van uw Vaders jaaren ; Vergeet dat ik van 't Ryk uw gaf het kleinste deel , Ik zie het grootste is voor Hassan niet te veel .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2840.s.6	Maak dat uw leeger hier zig met verhaaste schreeden Nog vind by Bantam's wal , zo 't moog'lyk is , op heeden : Dat alles in de Stad , gewapend , zy gereed , En ieder op zyn post by d ' eerste waapenkreet .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2853.s.1	Het leeger zal hier zyn : myn dappere Javaanen Verlangen onder 't oog te zien d ' Europeaanen : Wy hebben reeds van hen verscheidene gezien , Onder Tartassa's Volk gemengd , ons Crissen vliên .	Emotion_Desire
hare003agon01_01.TEI.2.text.body.div.div.sp.2853.s.2	Maar Holland , nu ontdekt , zal zig na elders wenden En misschien haar Verbond met u zo ligt niet schenden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2860.s.1	D ' uitkomst zal u doen zien , hoe zeer g ' in 't laatste dwaald , D ' onkosten zyn gedaan , die Vloot moet nu betaald .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2860.s.2	Haar mercantile geest reekend alreê de winsten Van onse slaverny ' , of van ons geld ten minsten .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2883.s.1	Hoewel 'k meen dat wy hen wel dubbeld zyn bestand , En onse magt alleen beschermen kan uw Land , Wy hebben Franschen hier , en Engelschen , en Deenen , Volkeren , die altyd in uw belangen scheenen ; Schoon al die Christenen zyn even heet op roof Men zegt dat sy gehegt zyn aan haar Bygeloof : Misschien dat met aan haar alhier een plaats te geeven Om daar na hunne Wet en plegtigheên te leeven ; Of hier den Handel haar alleen te bieden aan ...	Emotion_Greed_Desire
hare003agon01_01.TEI.2.text.body.div.div.sp.2900.s.1	Sy hebben hier geen magt om Holland te weêrstaan : En schoon haar hand ons hielp , zo sy ons al verlosten , Haar bystand en haar hulp zou ons niet minder kosten : Haar vriendschap is altyd de prys van 't hoogste bod , En 't geld is inderdaad de Europeërs God .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2900.s.2	Daar is alhier voor ons geen uitkomst te verwagten Als van ons dapperheid , en van ons eigen kragten : De Vyand zal alleen tot Vrêe maar zyn gezind , Wanneer hy ons voor hem te sterk gewapend vind .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2900.s.3	Gaat , op het nodigste ten eersten order stellen , Uw Vader zal wel haast u volgen en verzellen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.1	DEs Hemels goedheid laat ten minsten my een Soon , By wien Natuur , en Deugd en Trouw , nog houd haar woon Ik zal dien Hollander syn verraad duur verkopen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.2	Maar waarom van Abdul zo spoedig te wanhopen ?	Emotion_Despair
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.3	Hy 's jong , hy is verleid : helaas , de têere Jeugd Staat altyd wankelend ' in 't voetspoor van de Deugd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.4	De driften van syn hart hebben syn geest bedroogen , De Heerschzugt of de Liefd ' hebben verblind syn ' oogen , En de Verrader , die Batavia ons zond , Heeft listig aangestookt 't misnoegen dat hy vond : Dit gruwelstuk is nooyt in uw ziel opgekomen Abdul !	Emotion_Greed_BodilyProcess_Love_Desire_Disgust
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.5	ik heb te veel zorg voor uw jeugd genomen Ik weet 't is niet uw hart 't welk dees ' misdaad beging Het is de raad van die eerlose Vreemdeling : En 't is van dit gedrocht dat ik my 't zwaarst moet wreken .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.6	Gardes !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2931.s.7	zeg aan Sinan dat hy my hier koomt spreeken .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2946.s.1	SInan d ' Europeaan die hier voor drie jaar kwam , En Mahomets Godsdienst , en onze Wet , aannam , Steenwyk , moet door uw hand ten spoedigsten gevangen ; Ga heen , die order is van d ' uitterste belangen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2946.s.2	Laat Abdul onderwyl alhier werden gebragt .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2959.s.2	geef aan my het oordeel en de kracht Om myn Soon na behoor te straffen , zo 't moet weezen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2959.s.3	Of liever , maak syn hart zo als het was voor deezen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2992.s.1	ALschoon uw misdaad geen toegevendheid verdiend 'k Zal voor een ogenblik geen Rechter zyn , maar Vriend .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.2992.s.2	Onzinnig Jongeling , wat woed ' heeft u bewogen Daar gy het voorbeeld hebt van 't gansche Oost voor ogen Om door de tweedragt , hier te brengen in ons wal , Een Volk , waar aan het Oost verschuldigd is syn val !	BodilyProcess_Anger
hare003agon01_01.TEI.2.text.body.div.div.sp.2992.s.3	Wat noodlot was voor u tot Bantam ooyt te vreesen Slimmer , als in uw Ryk een anders slaaf te weesen ?	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.3012.s.1	't Zy ik hier voor myn Vriend of voor myn Rechter koom Ik durf myn reedenen bekennen zonder schroom : Te meer , om dat tot welk van beiden ik ook nader Ik weet dat elk van haar ook wislyk is myn Vader , En dat ik hoop dat die , eer dat hy straft myn schuld De gronden van myn doen zal weegen met geduld !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3012.s.2	Zo Hassan tot zyn wensch niet eind'lyk is gekomen En my niet voor altoos myn Vader heeft benomen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3020.s.1	Gy zyt ; voor my en 't Ryk , beschuldigd van verraad , Verschoon , indien gy kund , die ysselyke daad : Geef reeden van het geen g ' hebt durven onderwinden , Uw Vader wenscht dat hy u mag onschuldig vinden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3031.s.1	Wat ik ook heb getracht van myn geboort ' af aan Ik heb nooyt wel by u , nog in uw gunst gestaan : En Hassan heeft altyd , wat ik mogt onderneemen , Aan my , myns Vaders Liefd ' en hart , weeten t ' ontvreemen !	Emotion_BodyPart_Love
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.1	Ondankb're ; als het licht eerst voor uw ' oogen kwam En ik , als een geschenk , u , van de Hemel nam , Als myne armen u voor d ' eerste maal omvingen , En ik myn hart van vreugd ' voeld ' in myn boezem springen !	Joy_Emotion_EmotionalAction_BodyPart_BodilyProcess_Love
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.2	Van die tyd heeft myn ziel altyd op u gewaakt , En uw opvoeding 't wit van myne zorg gemaakt !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.3	De God die alles kend , kan myn getuige weesen Met welk verrukkingen ik heb gehoord voor deesen De eerste woorden die uw staamerende mond Op een verstaanb're wys ' tot myne ooren zond !	Joy_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.4	Met wat vreugd ' ik 't verstand zag van myn ' eerst geboren , Reeds in syn kindsche tyd een ieders hart bekoren !	Joy_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.5	En met welk ' zorg heb ik altyd , met alle kracht , Het voorbeeld van de deugd voor uwe ziel gebracht Als in 't vermeerderen van uw hoedanigheeden , Ik d ' eerste straalen zag doorschynen van de Reeden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.6	Hoe groot ook Hassans geest , hoe goed syn hart ook scheen , Ik vond dat syne waard ' altyd by u verdween , 'k Heb niet geluisterd na de stem der Hovelingen Maar uwe lof gezien in 't oog der Vreemdelingen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.7	't Is dat verstand geweest , het is die geest alleen , Die hier aan elk zoo groot , en zo doordringend , scheen , Die my deed hoopen dat voor u de weg zou baanen Tot nutte weetenschap van schrand'r ' Europeaanen , En de Verraêr aan wien ik heb die zorg vertrouwd , Heeft op myn val de hoop van syn fortuin gebouwd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3098.s.8	Door laage vleyery ' getracht na uwe gunsten , En in plaats van aan u te wysen haare Kunsten , De misdaên van Euroop ' aan uwe ziel getoond , En misschien , in syn Land , de Vadermoord beloond !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3118.s.1	'k Beken ik had gedagt dat ik met goede reeden Misschien verschoonen kon 't geen is gebeurd op heeden , Maar myn hart is te vol , uw goedheid is te groot ; Ik werp myn noodlot neêr in myne Vaders schoot : Het is genoeg voor my dat ik uw kon mishagen Om geen de minste zorg te dragen voor myn dagen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3118.s.2	Maar God en syn Propheet weeten dat myne smart Niet is dat ik verlies het leeven , maar uw hart !	Worry_Emotion_Sadness
hare003agon01_01.TEI.2.text.body.div.div.sp.3118.s.3	En d ' allerwreedste dood zal my verdraaglyk schynen Zo ik maar voor myn dood uw gramschap zie verdwynen , Zo ik met deese troost na d ' eeuwigheid mag gaan , Dat Abduls lot u kost ten minsten eene traan !	Emotion_BodyPart_Sadness_Anger
hare003agon01_01.TEI.2.text.body.div.div.head.3121.s.1	Sevende toneel	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3150.s.1	EEn Neêrlands Vloot , zo als men klaar ziet van de wallen , Heeft aanstonds op de rheê de ankers laten vallen : En 't zy s ' een ander dreigd , of wel ons eigen kust , Het is klaar dat sy is tot iets groots uitgerust .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3150.s.2	De ligte Schepen die de Oorlogs Vloot verzellen Schynen door haar gedaant ' een landing te voorspellen , De Vaandels die men ziet , de trom'len die men hoord , Zyn teekens dat de Vloot een leeger heeft aan boord .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3150.s.3	Zo ras voor wind en stroom de Scheepen veilig waren , Is van den Admiraal een boot na land gevaren , Die voortgedreven door de stroom en roeyers hand Twee Officieren heeft gebragt op Bantams strand , En de boot met de welk sy zyn van 't Schip gekomen Heeft weder in hun plaats Steenwyk na boord genomen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3154.s.1	Steenwyk !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3159.s.1	Ik ben gered !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3182.s.1	Verborgen in een huys Op 't strand , alleen bewoond door 't allerslegts gespuys ; En buiten achterdogt , heeft hy op de geruchten Van 't geen hier is gebeurd , uw macht weeten t ' ontvluchten .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3182.s.2	Een van die Officiers wagt hier na uw gesprek En d ' ander is gebragt na Fathema's vertrek , Beide zyn sy gelast , ten minsten na hun zeggen , By u en Fathema een boodschap af te leggen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3190.s.1	Het is genoeg Sinan : laat hy die na my wagt , Ook werden na 't vertrek van Fathema gebragt : Ik zal my zo aanstonds na de Princes begeeven .	None
hare003agon01_01.TEI.2.text.body.div.div.head.3194.s.1	Agtste toneel	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3202.s.1	ZIe 't vergift dat uw hand stort op uw Vaders leeven	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.1	Myn hand ! 'k had zo gehoopt dat Steenwyk hier gesteld Aan uw de waarheid had van myne last gemeld !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.2	'k Ben zeeker dat in hem , gezogt door wreede pynen , Myn Onschuld , in haar glans , voor u had kunnen schynen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.3	Hy is op myn last na Batavia gegaan , Maar my is onbekend wat hy daar heeft gedaan !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.4	Ik was alleen bezorgd dat Hassan my zou laaten Het geen uw goedheid my zou geeven van uw staaten , 'k Heb Nederlands vriendschap daar toe alleen gezogt , En 'k zie dat ik die heb maar al te duur gekogt !	Worry_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.5	Maar 't koomd my zeer vreemd voor dat Steenwyk is verdweenen Als zyn getuigenis het noodigst is gescheenen : 't Schynd men heeft bang gemaakt of weg gejaagd die man ; De eenigst ' die alhier de waarheid weeten kan Of dat getoond Verbond , en door wien is gesloten , Of is een harsenschim uit Hassans geest gesprooten ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.6	Dog 'k stem toe dat ik ben Verrader van myn Land Zo gy vind dat het is geteekend door myn hand !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.7	Maar 't is waar Hassan heeft myn iever aangestooken Ik ben in haastigheid te schielyk uitgebrooken , En waar is de jongman die eer bezit en hart , Die niet opvliegen zou op zulk een hoon en smart !	Emotion_Sadness
hare003agon01_01.TEI.2.text.body.div.div.sp.3260.s.8	Die met koelheid zou zien dat men hem voor Verrader Uitkryte van het Ryk , van syn Huys , van syn Vader , Ik heb ter zy gezet de eerbied , en verdiend De straf , die 'k wagt , 't zy van myn Rechter , of myn Vriend .	Aquiescence_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.3270.s.1	De tyd laat nu niet toe om met bedaarde zinnen Het nodig onderzoek in deezen te beginnen : Kies een vertrek op 't Hof , blyf daar , tot ik zal zien Wat 's Lands belang vereischt dat ik u moet gebiên .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3270.s.2	Gardes , bewaar myn Soon , maar niet als Staatsgevangen .	None
hare003agon01_01.TEI.2.text.body.div.div.head.3273.s.1	Negende toneel	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3287.s.1	ZO heb ik eindelyk verkregen myn verlangen !	Emotion_Desire
hare003agon01_01.TEI.2.text.body.div.div.sp.3287.s.2	Ik zal nu binnen kort , en misschien voor de nagt Wel zyn uit het gevaar daar Hassan my in bragt , En tot een voorbeeld hier , voor die Abdul durft honen , Het bloed van niemand , wie dat hy ook zy , verschonen : Wraak !	Emotion_Vindictiveness
hare003agon01_01.TEI.2.text.body.div.div.sp.3287.s.3	deugd der Vorsten !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3287.s.4	vul myn hart ter deezer uur !	BodyPart_Vindictiveness
hare003agon01_01.TEI.2.text.body.div.div.sp.3287.s.5	En ban mêedogendheid , en eerbied en Natuur !	Emotion_Compassion
hare003agon01_01.TEI.2.text.body.div.head.3293.s.1	Vierde bedryf	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3316.s.1	NEen , Mevrouw , neen , gy zult uw schuilplaats niet verliesen , En Agon zal veel eer het uitterste verkiesen Als dat hier ooyt door hem verlaaten zy het pand , Het welk syn stervend Vriend vertrouwd heeft aan syn hand Maar , wat ik bidden mag wilt dog uw moed bedaaren !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3316.s.2	Gy zyt niet aan het hoofd van uwe Maccassaaren ; Een Vorst die veinsen kan , heeft dikwyls door de tyd , Op 't onverwagst gezien het geen syn hart verblyd .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3328.s.1	Schoon myne razerny ten toppunt is gereesen , Ik zal niet haastig zyn , ik zal gematigd weesen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3328.s.2	Maar wee dat Volk , dat nu myn geduld zo veel vergd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3328.s.3	Dat myn langmoedigheid , myn haat zo bloedig tergd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3328.s.4	't Schuym van Europa zal Fathema wetten geeven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3328.s.5	'k Zou van Batavia afhanklyk kunnen leeven ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3338.s.1	Gy zyt nog vry , Mevrouw , en ver van dat geval ; 't Is nog niet zeeker wat men ons hier voorslaan zal : En door wien , of voor wien , dees ' zaak ook is begonnen Wy zyn nog niet gedreigd , en veel min overwonnen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3347.s.1	Ik denk dat die Gezant zo voorzigtig zal zyn Van niets te zeggen 't geen hier 't minste honend schyn ' En dat Fathema niets uit syne mond zal hooren ....	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3392.s.1	Het is geen tyd om nu aan woorden zig te stooren : Hassan hoe sterk ons magt , hoe groot uw moed ook zy , De staat daar wy in zyn band alle hoovaardy .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3392.s.2	Ik heb Batavia reeds meermaal hare kragten Zien zenden in het Oost tegen de sterkste magten , En 'k heb altyd bespeurd , welk Vloot dat sy ook zond , Dat d ' uitslag aan de keur van haare Veldheer stond : En zo sy tegen ons een van die had verkooren Door wiens lafhartigheid Formosa ging verlooren , Zo 't niet was St. Martin die hen hier komt gebiên Gy zoud my zonder zorg en ongerustheid zien : Maar 'k weet dat van die geen ' die in ons Indien varen Niemand hem in Krygskund ' en moed kan evenaaren .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3392.s.3	Ik vrees hem nogtans niet , maar de Voorzigtigheid Vereischt maatregulen tegen syn kundigheid : Hy heeft zo wel na u als na my laten vragen , 't Is best dat gy eerst hoord wat hy u zal voordragen , 't Is nodig dat hy zie dat gy in Vryheid bent , En , schoon in Bantams Hof , egter geen meester kendt ; Dat men aan uw alhier geen wetten wil voorschryven , En niet bevreest is u alleen te laten blyven : 'k Zal naderhand , by u , aanhoren syn gesprek , En hem 't verzogt gehoor geven in dit vertrek .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3392.s.4	Gy , draag zorg om de tyd ten nutte te besteeden Wat ook het Lot aan ons bereiden mag op heeden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3422.s.1	WAt ook het Lot voor my heden bereiden zal , Ik zie niet dat ik heb te vreesen lager val .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3422.s.2	Myn Vader heeft wel eer , door 't staal van die Barbaren , Verlooren op een dag duizenden Maccassaaren Syn schatten , Ryken , Vrouw !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3422.s.3	en ik , boven dat al Nog myne Vader self in deeze droeve wal !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3422.s.4	En haar laatdunkendheid durfd nog zig onderwinden Om hier Fathema's hand aan Abduls lot te binden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3422.s.5	Fortuin , gy hebt getoond uw magt over myn Land , Myn leven en myn hart zyn buiten uwe hand .	None
hare003agon01_01.TEI.2.text.body.div.div.stage.3427.s.2	St. Martin .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.3429.s.1	st. martin	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3457.s.1	MEt hoe veel lof men hoord Fathema's schoonheid prysen , Ik zie haar byzyn daar de waarheid van bewyzen , Ik zie dat Agon's Hof bezit de grootste schat Die Indiën in haar schoot , of 't gansche Oost bevat .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3457.s.2	Batavia verlangd haar eerbied uw te toonen , En met haar ' eigen hand Fathema's hoofd te kroonen , En haar Regeerings Raad zoekt aan Fathema's hart Zo veel als doenlyk is t ' afneemen alle smart ; Te doen vergeeten het gebeurd ' in vroeger tyden , En haar geluk en 't ons ' te vesten aan weêrzyden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3457.s.3	Myn last is dat ik dit op alle wys ' betracht ; En 'k zal gelukkig zyn wanneer ik 't heb volbracht .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3473.s.1	De naam van St. Martin , en syn hoedanigheden , Zyn hier niet min bekend , als syn beschaafde zeeden , En zo ik kon iets goeds wagten van Hollands kant Sou 't waarlyk moeten zyn door zulk een Afgezant ; En 't beste middel om myn hart na haar te wenden Was zeekerlyk , Myn Heer , om u alhier te zenden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3473.s.2	Maar hoe vergeetelheid tusschen ons kan bestaan , Na 't geen Batavia myn Huis heeft aangedaan , Welke Kroon op myn hoofd geplaatst door hare handen Aan my vergoeden zal Celebes ryke Landen ; Is iets 't geen ik verlang met veel nieuwsgierigheid Te hooren uit een mond van zo veel kundigheid .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3528.s.1	Indien Fathema's Huis gelyk in vroeger jaaren Sat vreedig op den Throon van 't Ryk der Maccassaaren , Zo all ' de Ryken van Celebes , als voorheen , Waaren onder een Hoofd , en in haar magt alleen , Zo enig Vorst voor haar het zwaard bestond te trekken , Of voor haar zaak in 't Oost de minste onlust wekken ; Dan zou 't vreemd kunnen zyn Fathema voor te slaan Om het geringst gehucht aan Neêrland af te staan : Maar nu het lot des Krygs de Ryken van die stranden Heeft zedert zestien jaar gehecht in Neêrlands banden , Dat zedert zestien jaar 't Eyland geen ' and're wet Of Vorst , erkend , als die Batavia daar zet , Schynd de Voorzigtigheid aan u een weg te wysen Die geen welsprekendheid uw behoefd aan te prysen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3528.s.2	Batavia bied uw de Kroon van Boni aan Mits gy het verdere Celebes af zult staan ; Door dien Batavia voor niemand heeft te vreesen , Kan dit alleen een blyk van haare vriendschap weesen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3528.s.3	En voor dat Land , het welk aan uw is onbekend , Dewyl gy , nog een kind , van daar gekomen bendt , Van 't welk d ' Inwoonder u misschien al heeft vergeeten , Zal men een beeter Volk voor uw , en nader , weeten : En wyl Fathema's deugd verzieren zal een Throon Is onse praal dat sy in ons nabuurschap woon , En voor een muitziek Volk , en voor Barbaarse Landen , Verkiese Java's rust en Bantams stille stranden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3533.s.1	Wie is op Java's kust die Vorst aan my zo vreemd , Aan wien Batavia , voor my , syn Ryk afneemd ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3547.s.1	Haar hand is niet gewoon te neemen , maar te geeven : En wyl Agon alhier ver van de Throon wil leeven , Heeft haar besluit Abdul alhier tot Vorst benoemd , Abdul door syn verstand in 't Oost zo hoog beroemd : En Neerland zou aan uw dien Gemaal niet aanprysen Zo 't Oost een grooter Vorst voor u wist aan te wysen ; En als Fathema nu haar waar ' belangen kiest , Wint sy door 't Huw'lijk meer , als sy door 't Lot verliest .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3582.s.1	Wanneer voor sestien jaar , het Lot op my verbolgen , My in myn kindsheid dwong myn Vader hier te volgen , Ben ik geleerd Agon als Vader aan te zien , En myn hand is voor hem dien Agon zal gebiên .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3582.s.2	Ook is myn voorneem niet ooyt uit belang te trouwen 'k Laat die lafhartigheid aan Europeesche Vrouwen ; Ik zoek in 't huwelyk een waare en duurb're vreugd , Die 'k twyffel dat men vind buiten syn Ega's deugd .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3582.s.3	En zo myn Vyanden myn Kroonen my benamen , 't Is niet aan my , 't is aan het Lot , om zig te schamen : Maar ik dagt niet , dat door de mond van St. Martin , Myn ongeluk aan my verweeten zoude zyn , Dat Koopliên uit het West ooyt zouden durven hoopen Om door Fathema's hand hun rust in 't Oost te koopen , Dat haar ' vermeetelheid zo ver zou durven gaan , Om Agon , in syn Hof , hun wetten voor te slaan !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3582.s.4	't Schynd dat sy 't gansche Oost reeds aanzien als hun Slaven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3582.s.5	Daar zyn nog Vorsten vry in 't Oost , en ook nog Braaven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3610.s.1	't Kan zeekerlyk voor my niet als zeer smert'lyk zyn Dat 't geen ik , voor uw best , raad ' , u verwyten schyn ': Maar die gy Koopliên noemd , wel ver van zig te schamen , Draagen hun grootste roem , Mevrouw , op deese naamen ; Sy syn by ons de steun en kragt van 't Vaderland , En gy ziet Indiën hier afhangen van haar hand : De Koning van Cochin gebragt onder haar ' wetten , Heeft door een Koopmans hand syn Kroon op 't hoofd zien zetten , 't Welriekende Ceylon , de Slaaf van Portugal , Heeft Koopmans Vaandelen gezien op Candi's wal ; En welk het noodlot zy van die men hier noemd braaven , Kan 't Oost zien door 't getal der Maccassaarsche Slaaven .	None
